fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,style
5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6,white
6.3,0.21,0.4,1.7,0.031,48,134,0.9917,3.42,0.49,11.5,6,white
7.6,0.32,0.36,1.6,0.04,32,155,0.993,3.23,0.52,11.3,6,white
8.2,0.37,0.36,1,0.034,17,93,0.9906,3.04,0.32,11.7,8,white
6.4,0.23,0.33,1.15,0.044,15.5,217.5,0.992,3.33,0.44,11,6,white
7.2,0.23,0.39,2.3,0.033,29,102,0.9908,3.26,0.54,12.3,7,white
9.4,0.26,0.53,1.2,0.047,25,109,0.9921,3.23,0.28,12.5,6,white
7.9,0.44,0.37,5.85,0.033,27,93,0.992,3.16,0.54,12.6,7,white
6.8,0.32,0.37,3.4,0.023,19,87,0.9902,3.14,0.53,12.7,6,white
7.9,0.14,0.28,1.8,0.041,44,178,0.9954,3.45,0.43,9.2,6,white
6.4,0.26,0.22,5.1,0.037,23,131,0.9944,3.29,0.32,10.1,5,white
7.2,0.18,0.31,1.1,0.045,20,73,0.9925,3.32,0.4,10.8,7,white
5.6,0.245,0.32,1.1,0.047,24,152,0.9927,3.12,0.42,9.3,6,white
7.3,0.18,0.65,1.4,0.046,28,157,0.9946,3.33,0.62,9.4,6,white
6.4,0.23,0.3,7.1,0.037,63,236,0.9952,3.06,0.34,9.2,6,white
7.2,0.14,0.35,1.2,0.036,15,73,0.9938,3.46,0.39,9.9,5,white
7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4,5,white
7,0.39,0.31,5.3,0.169,32,162,0.9965,3.2,0.48,9.4,5,white
8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,7,white
7.8,0.16,0.41,1.7,0.026,29,140,0.991,3.02,0.78,12.5,6,white
7.7,0.27,0.34,1.8,0.028,26,168,0.9911,2.99,0.48,12.1,7,white
7.2,0.32,0.33,1.4,0.029,29,109,0.9902,3.15,0.51,12.8,7,white
6.2,0.17,0.3,1.1,0.037,14,79,0.993,3.5,0.54,10.3,6,white
7.5,0.38,0.33,5,0.045,30,131,0.9942,3.32,0.44,10.9,6,white
9,0.245,0.38,5.9,0.045,52,159,0.995,2.93,0.35,10.2,6,white
8,0.59,0.71,17.35,0.038,61,228,1,2.95,0.75,9.3,5,white
9.2,0.15,0.68,1.6,0.046,22,130,0.9948,3.02,0.45,10.4,6,white
9.6,0.25,0.54,1.3,0.04,16,160,0.9938,2.94,0.43,10.5,5,white
7.9,0.255,0.26,2,0.026,40,190,0.9932,3.04,0.39,11.2,6,white
7.6,0.19,0.42,1.5,0.044,6,114,0.9914,3.04,0.74,12.8,6,white
6.9,0.16,0.35,1.3,0.043,21,182,0.9927,3.25,0.62,10.8,6,white
5.2,0.37,0.33,1.2,0.028,13,81,0.9902,3.37,0.38,11.7,6,white
7.9,0.16,0.64,17,0.05,69,210,1.0004,3.15,0.51,9.3,7,white
7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,8,white
7.2,0.16,0.32,0.8,0.04,50,121,0.9922,3.27,0.33,10,6,white
7.3,0.23,0.37,1.9,0.041,51,165,0.9908,3.26,0.4,12.2,8,white
7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,8,white
5.7,0.21,0.24,2.3,0.047,60,189,0.995,3.65,0.72,10.1,6,white
7.3,0.22,0.41,15.4,0.05,55,191,1,3.32,0.59,8.9,6,white
6.2,0.12,0.26,5.7,0.044,56,158,0.9951,3.52,0.37,10.5,6,white
7.6,0.19,0.41,1.1,0.04,38,143,0.9907,2.92,0.42,11.4,5,white
7.3,0.22,0.41,15.4,0.05,55,191,1,3.32,0.59,8.9,6,white
10.7,0.22,0.56,8.2,0.044,37,181,0.998,2.87,0.68,9.5,6,white
6.9,0.27,0.41,1.7,0.047,6,134,0.9929,3.15,0.69,11.4,6,white
6.9,0.38,0.32,8.5,0.044,36,152,0.9932,3.38,0.35,12,7,white
7,0.17,0.74,12.8,0.045,24,126,0.9942,3.26,0.38,12.2,8,white
6.8,0.21,0.49,14.5,0.06,50,170,0.9991,3.55,0.44,9.8,6,white
7.3,0.22,0.49,9.4,0.034,29,134,0.9939,2.99,0.32,11,7,white
8.2,0.22,0.49,9.6,0.037,53,154,0.9951,3.02,0.33,10.6,6,white
8.3,0.2,0.49,1.7,0.038,38,167,0.9939,3.05,0.37,10.1,6,white
6.6,0.21,0.49,18.15,0.042,41,158,0.9997,3.28,0.39,8.7,6,white
7.4,0.27,0.49,1.1,0.037,33,156,0.992,3.15,0.54,11.1,6,white
7.5,0.23,0.49,7.7,0.049,61,209,0.9941,3.14,0.3,11.1,7,white
8.9,0.13,0.49,1,0.028,6,24,0.9926,2.91,0.32,9.9,5,white
7.1,0.18,0.74,15.6,0.044,44,176,0.9996,3.38,0.67,9,6,white
8.9,0.13,0.49,1,0.028,6,24,0.9926,2.91,0.32,9.9,5,white
7.1,0.36,0.24,1.8,0.025,32,102,0.9903,3.34,0.59,12.8,6,white
7.3,0.21,0.49,1.8,0.038,44,152,0.9912,3.32,0.44,12.6,7,white
7.6,0.23,0.49,10,0.036,45,182,0.9967,3.08,0.58,9.6,6,white
7.8,0.3,0.74,1.8,0.033,33,156,0.991,3.29,0.52,12.8,6,white
9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,5,white
7.4,0.3,0.49,8.2,0.055,49,188,0.9974,3.52,0.58,9.7,6,white
6.9,0.22,0.49,7,0.063,50,168,0.9957,3.54,0.5,10.3,6,white
6.2,0.27,0.49,1.4,0.05,20,74,0.9931,3.32,0.44,9.8,6,white
9.8,0.31,0.49,15.4,0.046,13,119,1.0004,3.18,0.45,9.5,5,white
6.4,0.25,0.74,7.8,0.045,52,209,0.9956,3.21,0.42,9.2,6,white
7.3,0.3,0.74,13.5,0.039,46,165,0.9982,3.02,0.4,8.7,5,white
6.8,0.21,0.74,1.2,0.047,25,111,0.9916,3.13,0.41,10.7,6,white
6.6,0.55,0.01,2.7,0.034,56,122,0.9906,3.15,0.3,11.9,5,white
7,0.29,0.49,3.8,0.047,37,136,0.9938,2.95,0.4,9.4,6,white
6.7,0.41,0.01,2.8,0.048,39,137,0.9942,3.24,0.35,9.5,5,white
6.9,0.27,0.49,23.5,0.057,59,235,1.0024,2.98,0.47,8.6,5,white
7.8,0.26,0.49,3.2,0.027,28,87,0.9919,3.03,0.32,11.3,7,white
6.9,0.34,0.49,7.3,0.045,61,206,0.9957,3.09,0.4,9,6,white
7.8,0.26,0.49,3.2,0.027,28,87,0.9919,3.03,0.32,11.3,7,white
9,0.17,0.49,1,0.039,46,131,0.993,3.09,0.51,10.5,7,white
8.2,0.2,0.49,3.5,0.057,14,108,0.9928,3.19,0.35,11.5,6,white
7.1,0.28,0.49,6.5,0.041,28,111,0.9926,3.41,0.58,12.2,8,white
7.8,0.49,0.49,7,0.043,29,149,0.9952,3.21,0.33,10,5,white
7.8,0.49,0.49,7,0.043,29,149,0.9952,3.21,0.33,10,5,white
7.3,0.19,0.49,15.55,0.058,50,134,0.9998,3.42,0.36,9.1,7,white
7.1,0.3,0.49,1.6,0.045,31,100,0.9942,3.4,0.59,10.2,5,white
8.2,0.29,0.49,1,0.044,29,118,0.9928,3.24,0.36,10.9,4,white
5.8,0.15,0.49,1.1,0.048,21,98,0.9929,3.19,0.48,9.2,5,white
6.6,0.27,0.49,7.8,0.049,62,217,0.9959,3.17,0.45,9.4,6,white
8.1,0.28,0.46,15.4,0.059,32,177,1.0004,3.27,0.58,9,4,white
7.9,0.18,0.33,1.2,0.033,20,72,0.9922,3.12,0.38,10.5,7,white
6.6,0.26,0.31,4.8,0.138,41,168,0.9951,3.2,0.38,9.3,5,white
7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4,7,white
7.6,0.32,0.34,18.35,0.054,44,197,1.0008,3.22,0.55,9,5,white
7.3,0.26,0.33,17.85,0.049,41.5,195,1,3.06,0.44,9.1,7,white
6.7,0.25,0.26,1.55,0.041,118.5,216,0.9949,3.55,0.63,9.4,3,white
7,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,6,white
8.5,0.32,0.36,14.9,0.041,47,190,0.9982,3.08,0.31,10,6,white
6.7,0.26,0.3,1.8,0.043,25,121,0.9944,3.44,0.61,10.2,6,white
6.7,0.31,0.42,6.4,0.057,25,148,0.9955,3.16,0.45,9.6,5,white
7,0.61,0.26,1.7,0.051,25,161,0.9946,3.36,0.6,10.6,4,white
7.9,0.18,0.37,3,0.061,25,178,0.995,3.22,0.51,10,6,white
7,0.21,0.31,6,0.046,29,108,0.9939,3.26,0.5,10.8,6,white
7.6,0.2,0.39,2.6,0.044,30,180,0.9941,3.46,0.44,10.8,7,white
7,0.13,0.3,5,0.056,31,122,0.9945,3.47,0.42,10.5,6,white
6.8,0.3,0.24,6.6,0.123,35,116,0.9953,3.07,0.48,9.4,5,white
6.6,0.545,0.04,2.5,0.031,48,111,0.9906,3.14,0.32,11.9,5,white
6.1,0.22,0.23,3.1,0.052,15,104,0.9948,3.14,0.42,8.7,5,white
6.6,0.37,0.47,6.5,0.061,23,150,0.9954,3.14,0.45,9.6,6,white
6.6,0.22,0.58,1.1,0.133,52,136,0.9932,3.1,0.3,9.1,5,white
8,0.27,0.24,1.2,0.044,20,102,0.9929,3.28,0.42,10.9,5,white
6.1,0.255,0.44,12.3,0.045,53,197,0.9967,3.24,0.54,9.5,6,white
6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3,5,white
6.4,0.28,0.19,5.4,0.042,67,181,0.99435,3.31,0.35,10.2,6,white
6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3,5,white
6.6,0.37,0.07,1.4,0.048,58,144,0.9922,3.17,0.38,10,5,white
7.8,0.4,0.26,9.5,0.059,32,178,0.9955,3.04,0.43,10.9,6,white
6.6,0.25,0.35,14,0.069,42,163,0.999,3.56,0.47,9.8,5,white
8.4,0.17,0.31,5.4,0.052,47,150,0.9953,3.24,0.38,9.8,5,white
6.7,0.24,0.29,6.8,0.038,54,127,0.9932,3.33,0.46,11.6,7,white
8.2,0.36,0.29,7.6,0.035,37,122,0.9939,3.16,0.34,12,5,white
7.8,0.22,0.36,1.4,0.056,21,153,0.993,3.2,0.53,10.4,6,white
7.1,0.37,0.32,1.4,0.037,27,126,0.9918,3.19,0.62,12,5,white
7.6,0.3,0.22,10.2,0.049,57,191,0.9966,3.08,0.4,9.3,6,white
7.6,0.3,0.22,10.2,0.049,57,191,0.9966,3.08,0.4,9.3,6,white
7.5,0.33,0.39,12.4,0.065,29,119,0.9974,3.16,0.39,9.4,5,white
5.6,0.46,0.24,4.8,0.042,24,72,0.9908,3.29,0.37,12.6,6,white
6.7,0.27,0.3,13.9,0.029,34,131,0.9953,3.36,0.5,12,7,white
6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12,6,white
6.5,0.32,0.12,11.5,0.033,35,165,0.9974,3.22,0.32,9,5,white
7.3,0.17,0.23,6.3,0.051,35,240,0.9963,3.36,0.54,10,6,white
7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,7,white
7,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4,6,white
6.9,0.18,0.33,1,0.054,24,164,0.9926,3.42,0.51,10.5,5,white
6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,6,white
8.7,0.49,0.57,17.8,0.052,34,243,1.0007,2.98,0.82,9,5,white
6.4,0.18,0.31,1.6,0.049,36,127,0.9934,3.6,0.67,10.4,7,white
10,0.91,0.42,1.6,0.056,34,181,0.9968,3.11,0.46,10,4,white
6.7,0.18,0.19,4.7,0.046,57,161,0.9946,3.32,0.66,10.5,6,white
7.1,0.25,0.3,2.4,0.042,25,122,0.994,3.43,0.61,10.5,6,white
7.4,0.21,0.27,7.3,0.031,41,144,0.9932,3.15,0.38,11.8,7,white
5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9,5,white
8,0.19,0.3,2,0.053,48,140,0.994,3.18,0.49,9.6,6,white
7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5,white
6.4,0.22,0.32,7.9,0.029,34,124,0.9948,3.4,0.39,10.2,5,white
7.2,0.24,0.4,17.85,0.049,50,185,1,3.34,0.42,9.6,5,white
6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7,5,white
7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6,white
10,0.23,0.27,14.1,0.033,45,166,0.9988,2.72,0.43,9.7,6,white
7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5,6,white
7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,7,white
7.9,0.3,0.27,8.5,0.036,20,112,0.9939,2.96,0.46,11.7,6,white
6.6,0.25,0.36,8.1,0.045,54,180,0.9958,3.08,0.42,9.2,5,white
8.1,0.26,0.33,11.1,0.052,52.5,158,0.9976,3.03,0.49,10.2,7,white
7.6,0.26,0.36,1.6,0.032,6,106,0.993,3.15,0.4,10.4,4,white
7,0.27,0.32,6.8,0.047,47,193,0.9938,3.23,0.39,11.4,6,white
9.2,0.71,0.23,6.2,0.042,15,93,0.9948,2.89,0.34,10.1,6,white
9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4,6,white
8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,5,white
6,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9,5,white
7.2,0.19,0.31,1.4,0.046,37,135,0.9939,3.34,0.57,10.2,7,white
8.1,0.31,0.36,8.2,0.028,29,142,0.9925,3.01,0.34,13,7,white
7.2,0.15,0.33,1.1,0.027,16,63,0.9937,3.37,0.4,9.9,5,white
8.5,0.17,0.31,1,0.024,13,91,0.993,2.79,0.37,10.1,5,white
6.8,0.31,0.42,6.9,0.046,50,173,0.9958,3.19,0.46,9,5,white
7.6,0.2,0.31,1.4,0.047,41,142,0.9934,3.43,0.53,10.1,6,white
7.6,0.2,0.26,4.5,0.086,37,133,0.9963,3.15,0.42,9.2,5,white
6.8,0.28,0.37,7,0.057,35,208,0.9973,3.57,0.55,10.2,5,white
7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8,white
7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8,white
8,0.22,0.32,10.4,0.043,63,201,0.997,3.11,0.53,9.5,6,white
7,0.12,0.28,6.3,0.057,17,103,0.9957,3.5,0.44,9.6,5,white
7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,6,white
6.8,0.31,0.09,1.4,0.04,56,145,0.9922,3.19,0.46,10,5,white
7.4,0.26,0.31,2.4,0.043,58,178,0.9941,3.42,0.68,10.6,6,white
7.2,0.15,0.39,1.8,0.043,21,159,0.9948,3.52,0.47,10,5,white
6.8,0.18,0.46,1.4,0.064,37,160,0.9924,3.37,0.45,11.1,5,white
6.3,0.41,0.33,4.7,0.023,28,110,0.991,3.3,0.38,12.5,7,white
7.7,0.26,0.34,6.4,0.05,36,163,0.9937,3.19,0.7,11.5,6,white
8,0.43,0.4,12.4,0.168,29,190,0.9991,3.07,0.64,9.2,5,white
8.9,0.21,0.34,7.1,0.037,33,150,0.9962,3.1,0.45,9.7,6,white
6.5,0.25,0.2,1.4,0.024,29,101,0.9916,3.24,0.54,10.8,6,white
5.7,0.27,0.32,1.2,0.046,20,155,0.9934,3.8,0.41,10.2,6,white
6.7,0.3,0.45,10.6,0.032,56,212,0.997,3.22,0.59,9.5,6,white
5.7,0.385,0.04,12.6,0.034,22,115,0.9964,3.28,0.63,9.9,6,white
6.8,0.33,0.44,7,0.05,29,155,0.9955,3.14,0.42,9.5,5,white
6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7,5,white
6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7,5,white
6.8,0.28,0.44,11.5,0.04,58,223,0.9969,3.22,0.56,9.5,5,white
6.6,0.22,0.28,4.9,0.042,51,180,0.9952,3.3,0.75,9.5,6,white
5.7,0.32,0.18,1.4,0.029,26,104,0.9906,3.44,0.37,11,6,white
6.6,0.23,0.27,5.6,0.043,43,164,0.9953,3.27,0.76,9.5,5,white
6.8,0.36,0.32,1.6,0.039,10,124,0.9948,3.3,0.67,9.6,5,white
6.8,0.36,0.32,1.6,0.039,10,124,0.9948,3.3,0.67,9.6,5,white
7.9,0.17,0.32,1.6,0.053,47,150,0.9948,3.29,0.76,9.6,6,white
8.7,0.15,0.3,1.6,0.046,29,130,0.9942,3.22,0.38,9.8,6,white
5.3,0.76,0.03,2.7,0.043,27,93,0.9932,3.34,0.38,9.2,5,white
6.8,0.46,0.26,6.3,0.147,49,159,0.99434,3.14,0.47,10,5,white
7.6,0.285,0.32,14.6,0.063,32,201,0.998,3,0.45,9.2,5,white
6.6,0.26,0.27,1.5,0.04,19,114,0.99295,3.36,0.62,10.5,6,white
7.3,0.19,0.27,1.6,0.027,35,136,0.99248,3.38,0.54,11,7,white
8.1,0.33,0.36,7.4,0.037,36,156,0.99592,3.19,0.54,10.6,6,white
6.6,0.33,0.24,16.05,0.045,31,147,0.99822,3.08,0.52,9.2,5,white
6,0.26,0.15,1.2,0.053,35,124,0.99347,3.08,0.46,8.8,5,white
5.2,0.16,0.34,0.8,0.029,26,77,0.99155,3.25,0.51,10.1,6,white
8.8,0.24,0.23,10.3,0.032,12,97,0.99571,3.13,0.4,10.7,6,white
6.8,0.29,0.49,1.4,0.142,52,148,0.9937,3.08,0.49,9,6,white
6.8,0.32,0.3,1,0.049,22,113,0.99289,3.24,0.61,10.2,5,white
6.4,0.3,0.16,7.5,0.05,55,191,0.9959,3.17,0.49,9,5,white
7.9,0.27,0.27,1.7,0.034,25,122,0.99088,2.97,0.51,11.9,6,white
6.1,0.28,0.24,19.95,0.074,32,174,0.99922,3.19,0.44,9.3,6,white
8.6,0.23,0.25,11.3,0.031,13,96,0.99645,3.11,0.4,10.8,5,white
6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,5,white
8.5,0.3,0.28,3.1,0.054,54,174,0.99543,3.21,0.43,9.4,6,white
6.6,0.26,0.25,11.6,0.045,45,178,0.99691,3.33,0.43,9.8,6,white
5.6,0.175,0.29,0.8,0.043,20,67,0.99112,3.28,0.48,9.9,6,white
7.1,0.32,0.29,4,0.038,33,170,0.99463,3.27,0.64,10.2,6,white
7.5,0.41,0.23,14.8,0.054,28,174,0.99898,3.18,0.49,9.7,5,white
7.5,0.41,0.23,14.8,0.054,28,174,0.99898,3.18,0.49,9.7,5,white
6.4,0.16,0.37,1.5,0.037,27,109,0.99345,3.38,0.5,9.8,6,white
6.7,0.54,0.27,7.1,0.049,8,178,0.99502,3.16,0.38,9.4,4,white
6.5,0.23,0.25,17.3,0.046,15,110,0.99828,3.15,0.42,9.2,6,white
9,0.29,0.34,12.1,0.03,34,177,0.99706,3.13,0.47,10.6,5,white
6.9,0.32,0.3,1.8,0.036,28,117,0.99269,3.24,0.48,11,6,white
6.3,0.26,0.42,7.1,0.045,62,209,0.99544,3.2,0.53,9.5,6,white
6.6,0.36,0.52,11.3,0.046,8,110,0.9966,3.07,0.46,9.4,5,white
7.6,0.23,0.64,12.9,0.033,54,170,0.998,3,0.53,8.8,5,white
6.9,0.32,0.26,2.3,0.03,11,103,0.99106,3.06,0.42,11.1,6,white
6.6,0.41,0.16,1.4,0.037,28,160,0.99167,2.95,0.45,10.6,6,white
6.8,0.28,0.36,7,0.043,60,207,0.99556,3.16,0.49,9.6,6,white
7,0.14,0.28,1.3,0.026,10,56,0.99352,3.46,0.45,9.9,5,white
6.5,0.27,0.4,10,0.039,74,227,0.99582,3.18,0.5,9.4,5,white
7.7,0.3,0.26,18.95,0.053,36,174,0.99976,3.2,0.5,10.4,5,white
6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7,white
6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7,white
7.3,0.32,0.29,1.5,0.038,32,144,0.99296,3.2,0.55,10.8,5,white
7.8,0.28,0.31,2.1,0.046,28,208,0.99434,3.23,0.64,9.8,5,white
6.8,0.11,0.42,1.1,0.042,51,132,0.99059,3.18,0.74,11.3,7,white
6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,7,white
7.5,0.25,0.32,8.2,0.024,53,209,0.99563,3.12,0.46,10.8,6,white
6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,7,white
6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7,white
6.5,0.28,0.28,20.4,0.041,40,144,1.0002,3.14,0.38,8.7,5,white
6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12,5,white
7,0.24,0.24,9,0.03,42,219,0.99636,3.47,0.46,10.2,6,white
6.8,0.44,0.2,16,0.065,61,186,0.99884,3.13,0.45,8.6,5,white
7.2,0.24,0.27,11.4,0.034,40,174,0.99773,3.2,0.44,9,5,white
7.4,0.2,0.37,1.2,0.028,28,89,0.99132,3.14,0.61,11.8,6,white
7.15,0.17,0.24,9.6,0.119,56,178,0.99578,3.15,0.44,10.2,6,white
6.6,0.23,0.29,14.45,0.057,29,144,0.99756,3.33,0.54,10.2,6,white
7.3,0.22,0.31,2.3,0.018,45,80,0.98936,3.06,0.34,12.9,7,white
7.1,0.23,0.24,5.4,0.039,60,196,0.9948,3.19,0.78,10,4,white
6.7,0.33,0.34,6.6,0.067,35,156,0.99542,3.11,0.48,9.3,6,white
6.2,0.21,0.34,6.6,0.03,36,91,0.9914,3.32,0.45,12.5,7,white
9.6,0.655,0.21,2,0.039,21,120,0.99188,3,1,12.6,6,white
7,0.15,0.3,13.3,0.049,46,120,0.99704,3.2,0.36,9.5,7,white
7.6,0.1,0.33,1,0.031,33,93,0.99094,3.06,0.68,11.2,6,white
8,0.17,0.29,2.4,0.029,52,119,0.98944,3.03,0.33,12.9,6,white
6.6,0.21,0.29,1.8,0.026,35,128,0.99183,3.37,0.48,11.2,6,white
7.2,0.19,0.27,11.2,0.061,46,149,0.99772,2.99,0.59,9.3,6,white
6.9,0.31,0.32,1.2,0.024,20,166,0.99208,3.05,0.54,9.8,6,white
6.5,0.22,0.5,16.4,0.048,36,182,0.99904,3.02,0.49,8.8,6,white
6.5,0.46,0.31,5,0.027,15,72,0.99165,3.26,0.6,11.5,7,white
6.6,0.26,0.38,6.5,0.17,68,201,0.9956,3.19,0.38,9.4,6,white
6.8,0.23,0.42,7.4,0.044,56,189,0.9958,3.22,0.48,9.3,6,white
6.4,0.21,0.44,7.4,0.045,47,182,0.9957,3.24,0.46,9.1,5,white
7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,5,white
7.5,0.26,0.3,4.6,0.027,29,92,0.99085,3.15,0.38,12,7,white
7.5,0.18,0.31,6.5,0.029,53,160,0.99276,3.03,0.38,10.9,6,white
6.5,0.35,0.28,12.4,0.051,86,213,0.9962,3.16,0.51,9.9,6,white
7.9,0.51,0.34,2.6,0.049,13,135,0.99335,3.09,0.51,10,5,white
6.5,0.17,0.31,1.5,0.041,34,121,0.99092,3.06,0.46,10.5,6,white
6.3,0.2,0.19,12.3,0.048,54,145,0.99668,3.16,0.42,9.3,6,white
6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,6,white
5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8,8,white
7.1,0.43,0.3,6.6,0.025,15,138,0.99126,3.18,0.46,12.6,6,white
8.6,0.33,0.34,11.8,0.059,42,240,0.99882,3.17,0.52,10,6,white
7.7,0.16,0.36,5.9,0.054,25,148,0.99578,3.25,0.54,10.2,6,white
7.9,0.16,0.3,7.4,0.05,58,152,0.99612,3.12,0.37,9.5,6,white
7.7,0.3,0.34,1.2,0.048,4,119,0.99084,3.18,0.34,12.1,6,white
6.2,0.29,0.32,3.6,0.026,39,138,0.9892,3.31,0.37,13.1,7,white
7,0.36,0.32,10.5,0.045,35,135,0.9935,3.09,0.33,11.6,8,white
6.2,0.235,0.34,1.9,0.036,4,117,0.99032,3.4,0.44,12.2,5,white
7.1,0.2,0.31,7.4,0.053,32,211,0.99587,3.31,0.59,10.4,6,white
6.9,0.4,0.42,6.2,0.066,41,176,0.99552,3.12,0.54,9.4,5,white
6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4,5,white
6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,7,white
6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,5,white
6.4,0.22,0.32,7.2,0.028,15,83,0.993,3.13,0.55,10.9,8,white
7,0.27,0.48,6.1,0.042,60,184,0.99566,3.2,0.5,9.4,6,white
6.7,0.16,0.34,1.6,0.026,27,109,0.9934,3.34,0.58,10.1,6,white
7.2,0.17,0.41,1.6,0.052,24,126,0.99228,3.19,0.49,10.8,5,white
6.7,0.325,0.82,1.2,0.152,49,120,0.99312,2.99,0.38,9.2,5,white
7.2,0.26,0.4,6.3,0.047,52,172,0.99573,3.18,0.53,9.5,6,white
6.4,0.14,0.31,1.2,0.034,53,138,0.99084,3.38,0.35,11.5,7,white
6.6,0.17,0.3,1.1,0.031,13,73,0.99095,3.17,0.58,11,6,white
6.5,0.22,0.45,8,0.053,52,196,0.9959,3.23,0.48,9.1,6,white
6.5,0.37,0.33,3.5,0.036,23,92,0.99136,3.18,0.38,11.2,6,white
8,0.22,0.31,5.6,0.049,24,97,0.993,3.1,0.42,10.9,5,white
6.6,0.31,0.07,1.5,0.033,55,144,0.99208,3.16,0.42,10,5,white
7.9,0.2,0.39,1,0.041,37,154,0.99093,3.08,0.43,11.9,5,white
5.6,0.18,0.58,1.25,0.034,29,129,0.98984,3.51,0.6,12,7,white
7.3,0.21,0.33,1,0.037,66,144,0.9923,3.11,0.52,10.2,6,white
5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6,6,white
6.2,0.23,0.23,1.2,0.018,18,128,0.99178,3.05,0.28,10.6,5,white
4.2,0.17,0.36,1.8,0.029,93,161,0.98999,3.65,0.89,12,7,white
6.4,0.22,0.31,13.9,0.04,57,135,0.99672,3.21,0.38,10.7,5,white
7.9,0.25,0.35,6.7,0.039,22,64,0.99362,2.93,0.49,10.7,5,white
7,0.28,0.32,7.75,0.032,30,114,0.99158,3.12,0.64,12.8,7,white
8.5,0.22,0.34,0.7,0.04,5,25,0.9918,3.04,0.37,10.5,4,white
6.7,0.42,0.46,9.7,0.054,67,234,0.99848,3.23,0.5,9,5,white
7,0.31,0.39,7.5,0.055,42,218,0.99652,3.37,0.54,10.3,5,white
6.1,0.16,0.37,1.1,0.031,37,97,0.9922,3.4,0.58,10.5,6,white
6.4,0.25,0.32,0.9,0.034,40,114,0.99114,3.31,0.58,10.8,7,white
6.2,0.2,0.31,1,0.031,22,73,0.99035,3.24,0.52,11.3,6,white
6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9,7,white
6,0.44,0.26,3.1,0.053,57,128,0.98982,3.22,0.39,12.7,6,white
7.4,0.28,0.4,11.9,0.032,13,92,0.99629,3.01,0.46,10.8,4,white
6.6,0.22,0.29,14.4,0.046,39,118,0.99834,3.05,0.5,9.1,6,white
